"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","RD21-ADS","RD21-AIS","RD21-ACS","RD21-RCS","RD21-RIS","RD22-ADS","RD22-AIS","RD22-ACS","RD22-RCS","RD22-RIS","RD23-ADS","RD23-AIS","RD23-ACS","RD23-RCS","RD23-RIS","RD24-ADS","RD24-AIS","RD24-ACS","RD24-RCS","RD24-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS"
"11","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","11.0","1.0","11.0","0.3235294117647059","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","6.0","1.0","6.0","0.17647058823529413","0.029411764705882353","1.0","0.0","0.0","0.029411764705882353","0.0","1.0","17.0","17.0","0.029411764705882353","0.5","17.0","14.0","238.0","0.5","0.4117647058823529","0.0","15.0","0.0","0.0","0.4411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","3.0","4.0","12.0","0.08571428571428572","0.11428571428571428","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","12.0","1.0","12.0","0.34285714285714286","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","6.0","2.0","12.0","0.17142857142857143","0.05714285714285714","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","6.0","1.0","6.0","0.17142857142857143","0.02857142857142857","1.0","0.0","0.0","0.02857142857142857","0.0","1.0","18.0","18.0","0.02857142857142857","0.5142857142857142","17.0","14.0","238.0","0.4857142857142857","0.4","0.0","16.0","0.0","0.0","0.45714285714285713","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","13.0","1.0","13.0","0.3611111111111111","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","6.0","2.0","12.0","0.16666666666666666","0.05555555555555555","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","6.0","1.0","6.0","0.16666666666666666","0.027777777777777776","1.0","0.0","0.0","0.027777777777777776","0.0","1.0","19.0","19.0","0.027777777777777776","0.5277777777777778","17.0","14.0","238.0","0.4722222222222222","0.3888888888888889","0.0","17.0","0.0","0.0","0.4722222222222222","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","13.0","1.0","13.0","0.3611111111111111","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","6.0","2.0","12.0","0.16666666666666666","0.05555555555555555","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","6.0","1.0","6.0","0.16666666666666666","0.027777777777777776","1.0","0.0","0.0","0.027777777777777776","0.0","1.0","19.0","19.0","0.027777777777777776","0.5277777777777778","17.0","14.0","238.0","0.4722222222222222","0.3888888888888889","0.0","17.0","0.0","0.0","0.4722222222222222","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","3.0","4.0","12.0","0.08108108108108109","0.10810810810810811","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","14.0","1.0","14.0","0.3783783783783784","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","6.0","2.0","12.0","0.16216216216216217","0.05405405405405406","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","6.0","1.0","6.0","0.16216216216216217","0.02702702702702703","1.0","0.0","0.0","0.02702702702702703","0.0","1.0","20.0","20.0","0.02702702702702703","0.5405405405405406","17.0","14.0","238.0","0.4594594594594595","0.3783783783783784","0.0","18.0","0.0","0.0","0.4864864864864865","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","3.0","4.0","12.0","0.08108108108108109","0.10810810810810811","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","14.0","1.0","14.0","0.3783783783783784","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","6.0","2.0","12.0","0.16216216216216217","0.05405405405405406","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","6.0","1.0","6.0","0.16216216216216217","0.02702702702702703","1.0","0.0","0.0","0.02702702702702703","0.0","1.0","20.0","20.0","0.02702702702702703","0.5405405405405406","17.0","14.0","238.0","0.4594594594594595","0.3783783783783784","0.0","18.0","0.0","0.0","0.4864864864864865","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","3.0","4.0","12.0","0.08108108108108109","0.10810810810810811","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","14.0","1.0","14.0","0.3783783783783784","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","6.0","2.0","12.0","0.16216216216216217","0.05405405405405406","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","6.0","1.0","6.0","0.16216216216216217","0.02702702702702703","1.0","0.0","0.0","0.02702702702702703","0.0","1.0","20.0","20.0","0.02702702702702703","0.5405405405405406","17.0","14.0","238.0","0.4594594594594595","0.3783783783783784","0.0","18.0","0.0","0.0","0.4864864864864865","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","3.0","4.0","12.0","0.07692307692307693","0.10256410256410256","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","3.0","2.0","6.0","0.07692307692307693","0.05128205128205128","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","16.0","1.0","16.0","0.41025641025641024","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","6.0","2.0","12.0","0.15384615384615385","0.05128205128205128","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","3.0","2.0","6.0","0.07692307692307693","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","6.0","1.0","6.0","0.15384615384615385","0.02564102564102564","1.0","0.0","0.0","0.02564102564102564","0.0","1.0","22.0","22.0","0.02564102564102564","0.5641025641025641","17.0","14.0","238.0","0.4358974358974359","0.358974358974359","0.0","19.0","0.0","0.0","0.48717948717948717","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","2.0","2.0","4.0","0.05","0.05","3.0","4.0","12.0","0.075","0.1","1.0","1.0","1.0","0.025","0.025","3.0","2.0","6.0","0.075","0.05","1.0","2.0","2.0","0.025","0.05","1.0","1.0","1.0","0.025","0.025","1.0","2.0","2.0","0.025","0.05","3.0","1.0","3.0","0.075","0.025","17.0","1.0","17.0","0.425","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","6.0","2.0","12.0","0.15","0.05","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","1.0","2.0","2.0","0.025","0.05","3.0","2.0","6.0","0.075","0.05","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","1.0","2.0","2.0","0.025","0.05","1.0","2.0","2.0","0.025","0.05","2.0","1.0","2.0","0.05","0.025","6.0","1.0","6.0","0.15","0.025","1.0","0.0","0.0","0.025","0.0","1.0","23.0","23.0","0.025","0.575","17.0","14.0","238.0","0.425","0.35","0.0","19.0","0.0","0.0","0.475","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","1.0","1.0","1.0","0.025","0.025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","2.0","2.0","4.0","0.05","0.05","3.0","4.0","12.0","0.075","0.1","1.0","1.0","1.0","0.025","0.025","3.0","2.0","6.0","0.075","0.05","1.0","2.0","2.0","0.025","0.05","1.0","1.0","1.0","0.025","0.025","1.0","2.0","2.0","0.025","0.05","3.0","1.0","3.0","0.075","0.025","17.0","1.0","17.0","0.425","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","6.0","2.0","12.0","0.15","0.05","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","1.0","2.0","2.0","0.025","0.05","3.0","2.0","6.0","0.075","0.05","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","1.0","2.0","2.0","0.025","0.05","1.0","2.0","2.0","0.025","0.05","2.0","1.0","2.0","0.05","0.025","6.0","1.0","6.0","0.15","0.025","1.0","0.0","0.0","0.025","0.0","1.0","23.0","23.0","0.025","0.575","17.0","14.0","238.0","0.425","0.35","0.0","19.0","0.0","0.0","0.475","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","1.0","1.0","1.0","0.025","0.025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
