"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","RD21-ADS","RD21-AIS","RD21-ACS","RD21-RCS","RD21-RIS","RD22-ADS","RD22-AIS","RD22-ACS","RD22-RCS","RD22-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS"
"11","5.0","1.0","5.0","0.17857142857142858","0.03571428571428571","6.0","1.0","6.0","0.21428571428571427","0.03571428571428571","5.0","4.0","20.0","0.17857142857142858","0.14285714285714285","4.0","2.0","8.0","0.14285714285714285","0.07142857142857142","10.0","3.0","30.0","0.35714285714285715","0.10714285714285714","4.0","6.0","24.0","0.14285714285714285","0.21428571428571427","5.0","4.0","20.0","0.17857142857142858","0.14285714285714285","3.0","2.0","6.0","0.10714285714285714","0.07142857142857142","4.0","2.0","8.0","0.14285714285714285","0.07142857142857142","7.0","2.0","14.0","0.25","0.07142857142857142","3.0","2.0","6.0","0.10714285714285714","0.07142857142857142","3.0","4.0","12.0","0.10714285714285714","0.14285714285714285","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","4.0","2.0","8.0","0.14285714285714285","0.07142857142857142","5.0","2.0","10.0","0.17857142857142858","0.07142857142857142","5.0","2.0","10.0","0.17857142857142858","0.07142857142857142","4.0","3.0","12.0","0.14285714285714285","0.10714285714285714","4.0","2.0","8.0","0.14285714285714285","0.07142857142857142","7.0","2.0","14.0","0.25","0.07142857142857142","5.0","3.0","15.0","0.17857142857142858","0.10714285714285714","5.0","1.0","5.0","0.17857142857142858","0.03571428571428571","5.0","1.0","5.0","0.17857142857142858","0.03571428571428571","2.0","0.0","0.0","0.07142857142857142","0.0","1.0","25.0","25.0","0.03571428571428571","0.8928571428571429","1.0","12.0","12.0","0.03571428571428571","0.42857142857142855","1.0","25.0","25.0","0.03571428571428571","0.8928571428571429","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","5.0","1.0","5.0","0.1724137931034483","0.034482758620689655","6.0","1.0","6.0","0.20689655172413793","0.034482758620689655","5.0","4.0","20.0","0.1724137931034483","0.13793103448275862","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","11.0","3.0","33.0","0.3793103448275862","0.10344827586206896","4.0","6.0","24.0","0.13793103448275862","0.20689655172413793","5.0","4.0","20.0","0.1724137931034483","0.13793103448275862","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","7.0","2.0","14.0","0.2413793103448276","0.06896551724137931","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","3.0","4.0","12.0","0.10344827586206896","0.13793103448275862","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","5.0","2.0","10.0","0.1724137931034483","0.06896551724137931","5.0","2.0","10.0","0.1724137931034483","0.06896551724137931","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","7.0","2.0","14.0","0.2413793103448276","0.06896551724137931","5.0","3.0","15.0","0.1724137931034483","0.10344827586206896","5.0","1.0","5.0","0.1724137931034483","0.034482758620689655","5.0","1.0","5.0","0.1724137931034483","0.034482758620689655","2.0","0.0","0.0","0.06896551724137931","0.0","1.0","26.0","26.0","0.034482758620689655","0.896551724137931","1.0","13.0","13.0","0.034482758620689655","0.4482758620689655","1.0","26.0","26.0","0.034482758620689655","0.896551724137931","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","6.0","1.0","6.0","0.2","0.03333333333333333","5.0","4.0","20.0","0.16666666666666666","0.13333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","12.0","3.0","36.0","0.4","0.1","4.0","6.0","24.0","0.13333333333333333","0.2","5.0","4.0","20.0","0.16666666666666666","0.13333333333333333","3.0","2.0","6.0","0.1","0.06666666666666667","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","7.0","2.0","14.0","0.23333333333333334","0.06666666666666667","3.0","2.0","6.0","0.1","0.06666666666666667","3.0","4.0","12.0","0.1","0.13333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","4.0","3.0","12.0","0.13333333333333333","0.1","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","7.0","2.0","14.0","0.23333333333333334","0.06666666666666667","5.0","3.0","15.0","0.16666666666666666","0.1","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","2.0","0.0","0.0","0.06666666666666667","0.0","1.0","27.0","27.0","0.03333333333333333","0.9","1.0","13.0","13.0","0.03333333333333333","0.43333333333333335","1.0","27.0","27.0","0.03333333333333333","0.9","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","6.0","1.0","6.0","0.2","0.03333333333333333","5.0","4.0","20.0","0.16666666666666666","0.13333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","12.0","3.0","36.0","0.4","0.1","4.0","6.0","24.0","0.13333333333333333","0.2","5.0","4.0","20.0","0.16666666666666666","0.13333333333333333","3.0","2.0","6.0","0.1","0.06666666666666667","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","7.0","2.0","14.0","0.23333333333333334","0.06666666666666667","3.0","2.0","6.0","0.1","0.06666666666666667","3.0","4.0","12.0","0.1","0.13333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","4.0","3.0","12.0","0.13333333333333333","0.1","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","7.0","2.0","14.0","0.23333333333333334","0.06666666666666667","5.0","3.0","15.0","0.16666666666666666","0.1","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","2.0","0.0","0.0","0.06666666666666667","0.0","1.0","27.0","27.0","0.03333333333333333","0.9","1.0","13.0","13.0","0.03333333333333333","0.43333333333333335","1.0","27.0","27.0","0.03333333333333333","0.9","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","6.0","1.0","6.0","0.2","0.03333333333333333","5.0","4.0","20.0","0.16666666666666666","0.13333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","12.0","3.0","36.0","0.4","0.1","4.0","6.0","24.0","0.13333333333333333","0.2","5.0","4.0","20.0","0.16666666666666666","0.13333333333333333","3.0","2.0","6.0","0.1","0.06666666666666667","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","7.0","2.0","14.0","0.23333333333333334","0.06666666666666667","3.0","2.0","6.0","0.1","0.06666666666666667","3.0","4.0","12.0","0.1","0.13333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","4.0","3.0","12.0","0.13333333333333333","0.1","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","7.0","2.0","14.0","0.23333333333333334","0.06666666666666667","5.0","3.0","15.0","0.16666666666666666","0.1","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","2.0","0.0","0.0","0.06666666666666667","0.0","1.0","27.0","27.0","0.03333333333333333","0.9","1.0","13.0","13.0","0.03333333333333333","0.43333333333333335","1.0","27.0","27.0","0.03333333333333333","0.9","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","6.0","1.0","6.0","0.2","0.03333333333333333","5.0","4.0","20.0","0.16666666666666666","0.13333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","12.0","3.0","36.0","0.4","0.1","4.0","6.0","24.0","0.13333333333333333","0.2","5.0","4.0","20.0","0.16666666666666666","0.13333333333333333","3.0","2.0","6.0","0.1","0.06666666666666667","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","7.0","2.0","14.0","0.23333333333333334","0.06666666666666667","3.0","2.0","6.0","0.1","0.06666666666666667","3.0","4.0","12.0","0.1","0.13333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","4.0","3.0","12.0","0.13333333333333333","0.1","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","7.0","2.0","14.0","0.23333333333333334","0.06666666666666667","5.0","3.0","15.0","0.16666666666666666","0.1","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","2.0","0.0","0.0","0.06666666666666667","0.0","1.0","27.0","27.0","0.03333333333333333","0.9","1.0","13.0","13.0","0.03333333333333333","0.43333333333333335","1.0","27.0","27.0","0.03333333333333333","0.9","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","6.0","1.0","6.0","0.2","0.03333333333333333","5.0","4.0","20.0","0.16666666666666666","0.13333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","12.0","3.0","36.0","0.4","0.1","4.0","6.0","24.0","0.13333333333333333","0.2","5.0","4.0","20.0","0.16666666666666666","0.13333333333333333","3.0","2.0","6.0","0.1","0.06666666666666667","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","7.0","2.0","14.0","0.23333333333333334","0.06666666666666667","3.0","2.0","6.0","0.1","0.06666666666666667","3.0","4.0","12.0","0.1","0.13333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","4.0","3.0","12.0","0.13333333333333333","0.1","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","7.0","2.0","14.0","0.23333333333333334","0.06666666666666667","5.0","3.0","15.0","0.16666666666666666","0.1","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","2.0","0.0","0.0","0.06666666666666667","0.0","1.0","27.0","27.0","0.03333333333333333","0.9","1.0","13.0","13.0","0.03333333333333333","0.43333333333333335","1.0","27.0","27.0","0.03333333333333333","0.9","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","6.0","1.0","6.0","0.2","0.03333333333333333","5.0","4.0","20.0","0.16666666666666666","0.13333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","12.0","3.0","36.0","0.4","0.1","4.0","6.0","24.0","0.13333333333333333","0.2","5.0","4.0","20.0","0.16666666666666666","0.13333333333333333","3.0","2.0","6.0","0.1","0.06666666666666667","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","7.0","2.0","14.0","0.23333333333333334","0.06666666666666667","3.0","2.0","6.0","0.1","0.06666666666666667","3.0","4.0","12.0","0.1","0.13333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","4.0","3.0","12.0","0.13333333333333333","0.1","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","7.0","2.0","14.0","0.23333333333333334","0.06666666666666667","5.0","3.0","15.0","0.16666666666666666","0.1","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","2.0","0.0","0.0","0.06666666666666667","0.0","1.0","27.0","27.0","0.03333333333333333","0.9","1.0","13.0","13.0","0.03333333333333333","0.43333333333333335","1.0","27.0","27.0","0.03333333333333333","0.9","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","6.0","1.0","6.0","0.2","0.03333333333333333","5.0","4.0","20.0","0.16666666666666666","0.13333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","12.0","3.0","36.0","0.4","0.1","4.0","6.0","24.0","0.13333333333333333","0.2","5.0","4.0","20.0","0.16666666666666666","0.13333333333333333","3.0","2.0","6.0","0.1","0.06666666666666667","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","7.0","2.0","14.0","0.23333333333333334","0.06666666666666667","3.0","2.0","6.0","0.1","0.06666666666666667","3.0","4.0","12.0","0.1","0.13333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","4.0","3.0","12.0","0.13333333333333333","0.1","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","7.0","2.0","14.0","0.23333333333333334","0.06666666666666667","5.0","3.0","15.0","0.16666666666666666","0.1","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","2.0","0.0","0.0","0.06666666666666667","0.0","1.0","27.0","27.0","0.03333333333333333","0.9","1.0","13.0","13.0","0.03333333333333333","0.43333333333333335","1.0","27.0","27.0","0.03333333333333333","0.9","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","5.0","1.0","5.0","0.15625","0.03125","6.0","1.0","6.0","0.1875","0.03125","5.0","4.0","20.0","0.15625","0.125","4.0","2.0","8.0","0.125","0.0625","14.0","3.0","42.0","0.4375","0.09375","4.0","6.0","24.0","0.125","0.1875","5.0","4.0","20.0","0.15625","0.125","3.0","2.0","6.0","0.09375","0.0625","4.0","2.0","8.0","0.125","0.0625","7.0","2.0","14.0","0.21875","0.0625","3.0","2.0","6.0","0.09375","0.0625","3.0","4.0","12.0","0.09375","0.125","3.0","1.0","3.0","0.09375","0.03125","4.0","2.0","8.0","0.125","0.0625","5.0","2.0","10.0","0.15625","0.0625","5.0","2.0","10.0","0.15625","0.0625","4.0","3.0","12.0","0.125","0.09375","4.0","2.0","8.0","0.125","0.0625","7.0","2.0","14.0","0.21875","0.0625","5.0","3.0","15.0","0.15625","0.09375","5.0","1.0","5.0","0.15625","0.03125","5.0","1.0","5.0","0.15625","0.03125","2.0","0.0","0.0","0.0625","0.0","1.0","29.0","29.0","0.03125","0.90625","1.0","14.0","14.0","0.03125","0.4375","1.0","27.0","27.0","0.03125","0.84375","2.0","1.0","2.0","0.0625","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","2.0","1.0","2.0","0.0625","0.03125","1.0","1.0","1.0","0.03125","0.03125","2.0","1.0","2.0","0.0625","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","6.0","1.0","6.0","0.17647058823529413","0.029411764705882353","5.0","4.0","20.0","0.14705882352941177","0.11764705882352941","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","16.0","3.0","48.0","0.47058823529411764","0.08823529411764706","4.0","6.0","24.0","0.11764705882352941","0.17647058823529413","5.0","4.0","20.0","0.14705882352941177","0.11764705882352941","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","7.0","2.0","14.0","0.20588235294117646","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","7.0","2.0","14.0","0.20588235294117646","0.058823529411764705","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","2.0","0.0","0.0","0.058823529411764705","0.0","1.0","31.0","31.0","0.029411764705882353","0.9117647058823529","1.0","16.0","16.0","0.029411764705882353","0.47058823529411764","1.0","28.0","28.0","0.029411764705882353","0.8235294117647058","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353"
