"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA3-ADS","BA3-AIS","BA3-ACS","BA3-RCS","BA3-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","BA6-ADS","BA6-AIS","BA6-ACS","BA6-RCS","BA6-RIS","BA7-ADS","BA7-AIS","BA7-ACS","BA7-RCS","BA7-RIS","BA8-ADS","BA8-AIS","BA8-ACS","BA8-RCS","BA8-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS"
"11","1.0","4.0","4.0","0.07692307692307693","0.3076923076923077","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","3.0","3.0","0.07692307692307693","0.23076923076923078","6.0","7.0","42.0","0.46153846153846156","0.5384615384615384","0.0","6.0","0.0","0.0","0.46153846153846156","2.0","4.0","8.0","0.15384615384615385","0.3076923076923077"
"12","1.0","4.0","4.0","0.07692307692307693","0.3076923076923077","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","3.0","3.0","0.07692307692307693","0.23076923076923078","6.0","7.0","42.0","0.46153846153846156","0.5384615384615384","0.0","6.0","0.0","0.0","0.46153846153846156","2.0","4.0","8.0","0.15384615384615385","0.3076923076923077"
"13","1.0","4.0","4.0","0.07692307692307693","0.3076923076923077","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","3.0","3.0","0.07692307692307693","0.23076923076923078","6.0","7.0","42.0","0.46153846153846156","0.5384615384615384","0.0","6.0","0.0","0.0","0.46153846153846156","2.0","4.0","8.0","0.15384615384615385","0.3076923076923077"
"14","1.0","4.0","4.0","0.07692307692307693","0.3076923076923077","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","3.0","3.0","0.07692307692307693","0.23076923076923078","6.0","7.0","42.0","0.46153846153846156","0.5384615384615384","0.0","6.0","0.0","0.0","0.46153846153846156","2.0","4.0","8.0","0.15384615384615385","0.3076923076923077"
"15","1.0","4.0","4.0","0.07692307692307693","0.3076923076923077","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","3.0","3.0","0.07692307692307693","0.23076923076923078","6.0","7.0","42.0","0.46153846153846156","0.5384615384615384","0.0","6.0","0.0","0.0","0.46153846153846156","2.0","4.0","8.0","0.15384615384615385","0.3076923076923077"
"16","1.0","4.0","4.0","0.07692307692307693","0.3076923076923077","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","3.0","3.0","0.07692307692307693","0.23076923076923078","6.0","7.0","42.0","0.46153846153846156","0.5384615384615384","0.0","6.0","0.0","0.0","0.46153846153846156","2.0","4.0","8.0","0.15384615384615385","0.3076923076923077"
"17","1.0","4.0","4.0","0.07692307692307693","0.3076923076923077","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","3.0","3.0","0.07692307692307693","0.23076923076923078","6.0","7.0","42.0","0.46153846153846156","0.5384615384615384","0.0","6.0","0.0","0.0","0.46153846153846156","2.0","4.0","8.0","0.15384615384615385","0.3076923076923077"
"18","1.0","4.0","4.0","0.07692307692307693","0.3076923076923077","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","3.0","3.0","0.07692307692307693","0.23076923076923078","6.0","7.0","42.0","0.46153846153846156","0.5384615384615384","0.0","6.0","0.0","0.0","0.46153846153846156","2.0","4.0","8.0","0.15384615384615385","0.3076923076923077"
"19","1.0","4.0","4.0","0.07692307692307693","0.3076923076923077","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","3.0","3.0","0.07692307692307693","0.23076923076923078","6.0","7.0","42.0","0.46153846153846156","0.5384615384615384","0.0","6.0","0.0","0.0","0.46153846153846156","2.0","4.0","8.0","0.15384615384615385","0.3076923076923077"
"20","1.0","4.0","4.0","0.07692307692307693","0.3076923076923077","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","3.0","3.0","0.07692307692307693","0.23076923076923078","6.0","7.0","42.0","0.46153846153846156","0.5384615384615384","0.0","6.0","0.0","0.0","0.46153846153846156","2.0","4.0","8.0","0.15384615384615385","0.3076923076923077"
"21","1.0","4.0","4.0","0.07692307692307693","0.3076923076923077","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","3.0","3.0","0.07692307692307693","0.23076923076923078","6.0","7.0","42.0","0.46153846153846156","0.5384615384615384","0.0","6.0","0.0","0.0","0.46153846153846156","2.0","4.0","8.0","0.15384615384615385","0.3076923076923077"
