"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA3-ADS","BA3-AIS","BA3-ACS","BA3-RCS","BA3-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","BA6-ADS","BA6-AIS","BA6-ACS","BA6-RCS","BA6-RIS","BA7-ADS","BA7-AIS","BA7-ACS","BA7-RCS","BA7-RIS","BA8-ADS","BA8-AIS","BA8-ACS","BA8-RCS","BA8-RIS","BA9-ADS","BA9-AIS","BA9-ACS","BA9-RCS","BA9-RIS","BA10-ADS","BA10-AIS","BA10-ACS","BA10-RCS","BA10-RIS","BA11-ADS","BA11-AIS","BA11-ACS","BA11-RCS","BA11-RIS","BA12-ADS","BA12-AIS","BA12-ACS","BA12-RCS","BA12-RIS","BA13-ADS","BA13-AIS","BA13-ACS","BA13-RCS","BA13-RIS","BA14-ADS","BA14-AIS","BA14-ACS","BA14-RCS","BA14-RIS","BA15-ADS","BA15-AIS","BA15-ACS","BA15-RCS","BA15-RIS","BA16-ADS","BA16-AIS","BA16-ACS","BA16-RCS","BA16-RIS","BA17-ADS","BA17-AIS","BA17-ACS","BA17-RCS","BA17-RIS","BA18-ADS","BA18-AIS","BA18-ACS","BA18-RCS","BA18-RIS","BA19-ADS","BA19-AIS","BA19-ACS","BA19-RCS","BA19-RIS","BA20-ADS","BA20-AIS","BA20-ACS","BA20-RCS","BA20-RIS","BA21-ADS","BA21-AIS","BA21-ACS","BA21-RCS","BA21-RIS","BA22-ADS","BA22-AIS","BA22-ACS","BA22-RCS","BA22-RIS","BA23-ADS","BA23-AIS","BA23-ACS","BA23-RCS","BA23-RIS","BA24-ADS","BA24-AIS","BA24-ACS","BA24-RCS","BA24-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS"
"11","7.0","1.0","7.0","0.2413793103448276","0.034482758620689655","3.0","4.0","12.0","0.10344827586206896","0.13793103448275862","2.0","8.0","16.0","0.06896551724137931","0.27586206896551724","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","6.0","1.0","6.0","0.20689655172413793","0.034482758620689655","15.0","0.0","0.0","0.5172413793103449","0.0","1.0","26.0","26.0","0.034482758620689655","0.896551724137931","1.0","11.0","11.0","0.034482758620689655","0.3793103448275862","1.0","27.0","27.0","0.034482758620689655","0.9310344827586207"
"12","7.0","1.0","7.0","0.2413793103448276","0.034482758620689655","3.0","4.0","12.0","0.10344827586206896","0.13793103448275862","2.0","8.0","16.0","0.06896551724137931","0.27586206896551724","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","6.0","1.0","6.0","0.20689655172413793","0.034482758620689655","15.0","0.0","0.0","0.5172413793103449","0.0","1.0","26.0","26.0","0.034482758620689655","0.896551724137931","1.0","11.0","11.0","0.034482758620689655","0.3793103448275862","1.0","27.0","27.0","0.034482758620689655","0.9310344827586207"
"13","7.0","1.0","7.0","0.2413793103448276","0.034482758620689655","3.0","4.0","12.0","0.10344827586206896","0.13793103448275862","2.0","8.0","16.0","0.06896551724137931","0.27586206896551724","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","6.0","1.0","6.0","0.20689655172413793","0.034482758620689655","15.0","0.0","0.0","0.5172413793103449","0.0","1.0","26.0","26.0","0.034482758620689655","0.896551724137931","1.0","11.0","11.0","0.034482758620689655","0.3793103448275862","1.0","27.0","27.0","0.034482758620689655","0.9310344827586207"
"14","7.0","1.0","7.0","0.2413793103448276","0.034482758620689655","3.0","4.0","12.0","0.10344827586206896","0.13793103448275862","2.0","8.0","16.0","0.06896551724137931","0.27586206896551724","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","6.0","1.0","6.0","0.20689655172413793","0.034482758620689655","15.0","0.0","0.0","0.5172413793103449","0.0","1.0","26.0","26.0","0.034482758620689655","0.896551724137931","1.0","11.0","11.0","0.034482758620689655","0.3793103448275862","1.0","27.0","27.0","0.034482758620689655","0.9310344827586207"
"15","7.0","1.0","7.0","0.2413793103448276","0.034482758620689655","3.0","4.0","12.0","0.10344827586206896","0.13793103448275862","2.0","8.0","16.0","0.06896551724137931","0.27586206896551724","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","6.0","1.0","6.0","0.20689655172413793","0.034482758620689655","15.0","0.0","0.0","0.5172413793103449","0.0","1.0","26.0","26.0","0.034482758620689655","0.896551724137931","1.0","11.0","11.0","0.034482758620689655","0.3793103448275862","1.0","27.0","27.0","0.034482758620689655","0.9310344827586207"
"16","7.0","1.0","7.0","0.2413793103448276","0.034482758620689655","3.0","4.0","12.0","0.10344827586206896","0.13793103448275862","2.0","8.0","16.0","0.06896551724137931","0.27586206896551724","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","6.0","1.0","6.0","0.20689655172413793","0.034482758620689655","15.0","0.0","0.0","0.5172413793103449","0.0","1.0","26.0","26.0","0.034482758620689655","0.896551724137931","1.0","11.0","11.0","0.034482758620689655","0.3793103448275862","1.0","27.0","27.0","0.034482758620689655","0.9310344827586207"
"17","7.0","1.0","7.0","0.2413793103448276","0.034482758620689655","3.0","4.0","12.0","0.10344827586206896","0.13793103448275862","2.0","8.0","16.0","0.06896551724137931","0.27586206896551724","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","6.0","1.0","6.0","0.20689655172413793","0.034482758620689655","15.0","0.0","0.0","0.5172413793103449","0.0","1.0","26.0","26.0","0.034482758620689655","0.896551724137931","1.0","11.0","11.0","0.034482758620689655","0.3793103448275862","1.0","27.0","27.0","0.034482758620689655","0.9310344827586207"
"18","7.0","1.0","7.0","0.2413793103448276","0.034482758620689655","3.0","4.0","12.0","0.10344827586206896","0.13793103448275862","2.0","8.0","16.0","0.06896551724137931","0.27586206896551724","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","6.0","1.0","6.0","0.20689655172413793","0.034482758620689655","15.0","0.0","0.0","0.5172413793103449","0.0","1.0","26.0","26.0","0.034482758620689655","0.896551724137931","1.0","11.0","11.0","0.034482758620689655","0.3793103448275862","1.0","27.0","27.0","0.034482758620689655","0.9310344827586207"
"19","7.0","1.0","7.0","0.2413793103448276","0.034482758620689655","3.0","4.0","12.0","0.10344827586206896","0.13793103448275862","2.0","8.0","16.0","0.06896551724137931","0.27586206896551724","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","6.0","1.0","6.0","0.20689655172413793","0.034482758620689655","15.0","0.0","0.0","0.5172413793103449","0.0","1.0","26.0","26.0","0.034482758620689655","0.896551724137931","1.0","11.0","11.0","0.034482758620689655","0.3793103448275862","1.0","27.0","27.0","0.034482758620689655","0.9310344827586207"
"20","7.0","1.0","7.0","0.2413793103448276","0.034482758620689655","3.0","4.0","12.0","0.10344827586206896","0.13793103448275862","2.0","8.0","16.0","0.06896551724137931","0.27586206896551724","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","6.0","1.0","6.0","0.20689655172413793","0.034482758620689655","15.0","0.0","0.0","0.5172413793103449","0.0","1.0","26.0","26.0","0.034482758620689655","0.896551724137931","1.0","11.0","11.0","0.034482758620689655","0.3793103448275862","1.0","27.0","27.0","0.034482758620689655","0.9310344827586207"
"21","7.0","1.0","7.0","0.2413793103448276","0.034482758620689655","3.0","4.0","12.0","0.10344827586206896","0.13793103448275862","2.0","8.0","16.0","0.06896551724137931","0.27586206896551724","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","6.0","1.0","6.0","0.20689655172413793","0.034482758620689655","15.0","0.0","0.0","0.5172413793103449","0.0","1.0","26.0","26.0","0.034482758620689655","0.896551724137931","1.0","11.0","11.0","0.034482758620689655","0.3793103448275862","1.0","27.0","27.0","0.034482758620689655","0.9310344827586207"
