"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","RD21-ADS","RD21-AIS","RD21-ACS","RD21-RCS","RD21-RIS","RD22-ADS","RD22-AIS","RD22-ACS","RD22-RCS","RD22-RIS","RD23-ADS","RD23-AIS","RD23-ACS","RD23-RCS","RD23-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS"
"11","1.0","3.0","3.0","0.03125","0.09375","2.0","2.0","4.0","0.0625","0.0625","2.0","1.0","2.0","0.0625","0.03125","1.0","3.0","3.0","0.03125","0.09375","3.0","1.0","3.0","0.09375","0.03125","2.0","2.0","4.0","0.0625","0.0625","2.0","2.0","4.0","0.0625","0.0625","1.0","2.0","2.0","0.03125","0.0625","1.0","2.0","2.0","0.03125","0.0625","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","3.0","3.0","9.0","0.09375","0.09375","2.0","1.0","2.0","0.0625","0.03125","1.0","2.0","2.0","0.03125","0.0625","1.0","1.0","1.0","0.03125","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","2.0","4.0","0.0625","0.0625","1.0","2.0","2.0","0.03125","0.0625","9.0","1.0","9.0","0.28125","0.03125","3.0","1.0","3.0","0.09375","0.03125","1.0","2.0","2.0","0.03125","0.0625","2.0","2.0","4.0","0.0625","0.0625","9.0","0.0","0.0","0.28125","0.0","1.0","15.0","15.0","0.03125","0.46875","18.0","14.0","252.0","0.5625","0.4375","0.0","15.0","0.0","0.0","0.46875","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","1.0","3.0","3.0","0.030303030303030304","0.09090909090909091","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","3.0","3.0","0.030303030303030304","0.09090909090909091","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","3.0","4.0","12.0","0.09090909090909091","0.12121212121212122","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","9.0","1.0","9.0","0.2727272727272727","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","10.0","0.0","0.0","0.30303030303030304","0.0","1.0","16.0","16.0","0.030303030303030304","0.48484848484848486","18.0","14.0","252.0","0.5454545454545454","0.42424242424242425","0.0","15.0","0.0","0.0","0.45454545454545453","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","1.0","3.0","3.0","0.030303030303030304","0.09090909090909091","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","3.0","3.0","0.030303030303030304","0.09090909090909091","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","3.0","4.0","12.0","0.09090909090909091","0.12121212121212122","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","9.0","1.0","9.0","0.2727272727272727","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","10.0","0.0","0.0","0.30303030303030304","0.0","1.0","16.0","16.0","0.030303030303030304","0.48484848484848486","18.0","14.0","252.0","0.5454545454545454","0.42424242424242425","0.0","15.0","0.0","0.0","0.45454545454545453","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","1.0","3.0","3.0","0.030303030303030304","0.09090909090909091","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","3.0","3.0","0.030303030303030304","0.09090909090909091","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","3.0","4.0","12.0","0.09090909090909091","0.12121212121212122","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","9.0","1.0","9.0","0.2727272727272727","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","10.0","0.0","0.0","0.30303030303030304","0.0","1.0","16.0","16.0","0.030303030303030304","0.48484848484848486","18.0","14.0","252.0","0.5454545454545454","0.42424242424242425","0.0","15.0","0.0","0.0","0.45454545454545453","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","1.0","3.0","3.0","0.029411764705882353","0.08823529411764706","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","3.0","3.0","0.029411764705882353","0.08823529411764706","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","9.0","1.0","9.0","0.2647058823529412","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","11.0","0.0","0.0","0.3235294117647059","0.0","1.0","17.0","17.0","0.029411764705882353","0.5","18.0","14.0","252.0","0.5294117647058824","0.4117647058823529","0.0","16.0","0.0","0.0","0.47058823529411764","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","1.0","3.0","3.0","0.029411764705882353","0.08823529411764706","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","3.0","3.0","0.029411764705882353","0.08823529411764706","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","9.0","1.0","9.0","0.2647058823529412","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","11.0","0.0","0.0","0.3235294117647059","0.0","1.0","17.0","17.0","0.029411764705882353","0.5","18.0","14.0","252.0","0.5294117647058824","0.4117647058823529","0.0","16.0","0.0","0.0","0.47058823529411764","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","1.0","3.0","3.0","0.029411764705882353","0.08823529411764706","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","3.0","3.0","0.029411764705882353","0.08823529411764706","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","9.0","1.0","9.0","0.2647058823529412","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","11.0","0.0","0.0","0.3235294117647059","0.0","1.0","17.0","17.0","0.029411764705882353","0.5","18.0","14.0","252.0","0.5294117647058824","0.4117647058823529","0.0","16.0","0.0","0.0","0.47058823529411764","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","1.0","3.0","3.0","0.027777777777777776","0.08333333333333333","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","3.0","3.0","0.027777777777777776","0.08333333333333333","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","9.0","1.0","9.0","0.25","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","11.0","0.0","0.0","0.3055555555555556","0.0","1.0","19.0","19.0","0.027777777777777776","0.5277777777777778","18.0","14.0","252.0","0.5","0.3888888888888889","0.0","17.0","0.0","0.0","0.4722222222222222","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","1.0","3.0","3.0","0.027777777777777776","0.08333333333333333","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","3.0","3.0","0.027777777777777776","0.08333333333333333","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","9.0","1.0","9.0","0.25","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","11.0","0.0","0.0","0.3055555555555556","0.0","1.0","19.0","19.0","0.027777777777777776","0.5277777777777778","18.0","14.0","252.0","0.5","0.3888888888888889","0.0","17.0","0.0","0.0","0.4722222222222222","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","1.0","3.0","3.0","0.027777777777777776","0.08333333333333333","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","3.0","3.0","0.027777777777777776","0.08333333333333333","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","9.0","1.0","9.0","0.25","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","11.0","0.0","0.0","0.3055555555555556","0.0","1.0","19.0","19.0","0.027777777777777776","0.5277777777777778","18.0","14.0","252.0","0.5","0.3888888888888889","0.0","17.0","0.0","0.0","0.4722222222222222","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","1.0","3.0","3.0","0.02631578947368421","0.07894736842105263","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","1.0","3.0","3.0","0.02631578947368421","0.07894736842105263","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","3.0","4.0","12.0","0.07894736842105263","0.10526315789473684","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","9.0","1.0","9.0","0.23684210526315788","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","12.0","0.0","0.0","0.3157894736842105","0.0","1.0","21.0","21.0","0.02631578947368421","0.5526315789473685","18.0","14.0","252.0","0.47368421052631576","0.3684210526315789","0.0","18.0","0.0","0.0","0.47368421052631576","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421"
