"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA3-ADS","BA3-AIS","BA3-ACS","BA3-RCS","BA3-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","BA6-ADS","BA6-AIS","BA6-ACS","BA6-RCS","BA6-RIS","BA7-ADS","BA7-AIS","BA7-ACS","BA7-RCS","BA7-RIS","BA8-ADS","BA8-AIS","BA8-ACS","BA8-RCS","BA8-RIS","BA9-ADS","BA9-AIS","BA9-ACS","BA9-RCS","BA9-RIS","BA10-ADS","BA10-AIS","BA10-ACS","BA10-RCS","BA10-RIS","BA11-ADS","BA11-AIS","BA11-ACS","BA11-RCS","BA11-RIS","BA12-ADS","BA12-AIS","BA12-ACS","BA12-RCS","BA12-RIS","BA13-ADS","BA13-AIS","BA13-ACS","BA13-RCS","BA13-RIS","BA14-ADS","BA14-AIS","BA14-ACS","BA14-RCS","BA14-RIS","BA15-ADS","BA15-AIS","BA15-ACS","BA15-RCS","BA15-RIS","BA16-ADS","BA16-AIS","BA16-ACS","BA16-RCS","BA16-RIS","BA17-ADS","BA17-AIS","BA17-ACS","BA17-RCS","BA17-RIS","BA18-ADS","BA18-AIS","BA18-ACS","BA18-RCS","BA18-RIS","BA19-ADS","BA19-AIS","BA19-ACS","BA19-RCS","BA19-RIS","BA20-ADS","BA20-AIS","BA20-ACS","BA20-RCS","BA20-RIS","BA21-ADS","BA21-AIS","BA21-ACS","BA21-RCS","BA21-RIS","BA22-ADS","BA22-AIS","BA22-ACS","BA22-RCS","BA22-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS"
"11","2.0","9.0","18.0","0.07692307692307693","0.34615384615384615","3.0","3.0","9.0","0.11538461538461539","0.11538461538461539","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","0.0","0.0","0.11538461538461539","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","15.0","0.0","0.0","0.5769230769230769","0.0","1.0","23.0","23.0","0.038461538461538464","0.8846153846153846","0.0","10.0","0.0","0.0","0.38461538461538464","1.0","8.0","8.0","0.038461538461538464","0.3076923076923077"
"12","2.0","9.0","18.0","0.07692307692307693","0.34615384615384615","3.0","3.0","9.0","0.11538461538461539","0.11538461538461539","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","0.0","0.0","0.11538461538461539","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","15.0","0.0","0.0","0.5769230769230769","0.0","1.0","23.0","23.0","0.038461538461538464","0.8846153846153846","0.0","10.0","0.0","0.0","0.38461538461538464","1.0","8.0","8.0","0.038461538461538464","0.3076923076923077"
"13","2.0","9.0","18.0","0.07692307692307693","0.34615384615384615","3.0","3.0","9.0","0.11538461538461539","0.11538461538461539","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","0.0","0.0","0.11538461538461539","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","15.0","0.0","0.0","0.5769230769230769","0.0","1.0","23.0","23.0","0.038461538461538464","0.8846153846153846","0.0","10.0","0.0","0.0","0.38461538461538464","1.0","8.0","8.0","0.038461538461538464","0.3076923076923077"
"14","2.0","9.0","18.0","0.07692307692307693","0.34615384615384615","3.0","3.0","9.0","0.11538461538461539","0.11538461538461539","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","0.0","0.0","0.11538461538461539","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","15.0","0.0","0.0","0.5769230769230769","0.0","1.0","23.0","23.0","0.038461538461538464","0.8846153846153846","0.0","10.0","0.0","0.0","0.38461538461538464","1.0","8.0","8.0","0.038461538461538464","0.3076923076923077"
"15","2.0","9.0","18.0","0.07692307692307693","0.34615384615384615","3.0","3.0","9.0","0.11538461538461539","0.11538461538461539","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","0.0","0.0","0.11538461538461539","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","15.0","0.0","0.0","0.5769230769230769","0.0","1.0","23.0","23.0","0.038461538461538464","0.8846153846153846","0.0","10.0","0.0","0.0","0.38461538461538464","1.0","8.0","8.0","0.038461538461538464","0.3076923076923077"
"16","2.0","9.0","18.0","0.07692307692307693","0.34615384615384615","3.0","3.0","9.0","0.11538461538461539","0.11538461538461539","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","0.0","0.0","0.11538461538461539","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","15.0","0.0","0.0","0.5769230769230769","0.0","1.0","23.0","23.0","0.038461538461538464","0.8846153846153846","0.0","10.0","0.0","0.0","0.38461538461538464","1.0","8.0","8.0","0.038461538461538464","0.3076923076923077"
"17","2.0","9.0","18.0","0.07692307692307693","0.34615384615384615","3.0","3.0","9.0","0.11538461538461539","0.11538461538461539","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","0.0","0.0","0.11538461538461539","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","15.0","0.0","0.0","0.5769230769230769","0.0","1.0","23.0","23.0","0.038461538461538464","0.8846153846153846","0.0","10.0","0.0","0.0","0.38461538461538464","1.0","8.0","8.0","0.038461538461538464","0.3076923076923077"
"18","2.0","9.0","18.0","0.07692307692307693","0.34615384615384615","3.0","3.0","9.0","0.11538461538461539","0.11538461538461539","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","0.0","0.0","0.11538461538461539","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","15.0","0.0","0.0","0.5769230769230769","0.0","1.0","23.0","23.0","0.038461538461538464","0.8846153846153846","0.0","10.0","0.0","0.0","0.38461538461538464","1.0","8.0","8.0","0.038461538461538464","0.3076923076923077"
"19","2.0","9.0","18.0","0.07692307692307693","0.34615384615384615","3.0","3.0","9.0","0.11538461538461539","0.11538461538461539","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","0.0","0.0","0.11538461538461539","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","15.0","0.0","0.0","0.5769230769230769","0.0","1.0","23.0","23.0","0.038461538461538464","0.8846153846153846","0.0","10.0","0.0","0.0","0.38461538461538464","1.0","8.0","8.0","0.038461538461538464","0.3076923076923077"
"20","2.0","9.0","18.0","0.07692307692307693","0.34615384615384615","3.0","3.0","9.0","0.11538461538461539","0.11538461538461539","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","0.0","0.0","0.11538461538461539","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","15.0","0.0","0.0","0.5769230769230769","0.0","1.0","23.0","23.0","0.038461538461538464","0.8846153846153846","0.0","10.0","0.0","0.0","0.38461538461538464","1.0","8.0","8.0","0.038461538461538464","0.3076923076923077"
"21","2.0","9.0","18.0","0.07692307692307693","0.34615384615384615","3.0","3.0","9.0","0.11538461538461539","0.11538461538461539","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","0.0","0.0","0.11538461538461539","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","15.0","0.0","0.0","0.5769230769230769","0.0","1.0","23.0","23.0","0.038461538461538464","0.8846153846153846","0.0","10.0","0.0","0.0","0.38461538461538464","1.0","8.0","8.0","0.038461538461538464","0.3076923076923077"
