"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","CPS2-ADS","CPS2-AIS","CPS2-ACS","CPS2-RCS","CPS2-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS"
"11","2.0","3.0","6.0","0.07407407407407407","0.1111111111111111","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","1.0","3.0","3.0","0.037037037037037035","0.1111111111111111","2.0","7.0","14.0","0.07407407407407407","0.25925925925925924","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","7.0","2.0","14.0","0.25925925925925924","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","5.0","2.0","10.0","0.18518518518518517","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","6.0","2.0","12.0","0.2222222222222222","0.07407407407407407","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","0.0","0.0","0.07407407407407407","0.0","1.0","16.0","16.0","0.037037037037037035","0.5925925925925926","13.0","8.0","104.0","0.48148148148148145","0.2962962962962963","0.0","12.0","0.0","0.0","0.4444444444444444","2.0","7.0","14.0","0.07407407407407407","0.25925925925925924"
"12","2.0","3.0","6.0","0.07407407407407407","0.1111111111111111","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","1.0","3.0","3.0","0.037037037037037035","0.1111111111111111","2.0","7.0","14.0","0.07407407407407407","0.25925925925925924","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","7.0","2.0","14.0","0.25925925925925924","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","5.0","2.0","10.0","0.18518518518518517","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","6.0","2.0","12.0","0.2222222222222222","0.07407407407407407","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","0.0","0.0","0.07407407407407407","0.0","1.0","16.0","16.0","0.037037037037037035","0.5925925925925926","13.0","8.0","104.0","0.48148148148148145","0.2962962962962963","0.0","12.0","0.0","0.0","0.4444444444444444","2.0","7.0","14.0","0.07407407407407407","0.25925925925925924"
"13","2.0","3.0","6.0","0.07407407407407407","0.1111111111111111","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","1.0","3.0","3.0","0.037037037037037035","0.1111111111111111","2.0","7.0","14.0","0.07407407407407407","0.25925925925925924","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","7.0","2.0","14.0","0.25925925925925924","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","5.0","2.0","10.0","0.18518518518518517","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","6.0","2.0","12.0","0.2222222222222222","0.07407407407407407","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","0.0","0.0","0.07407407407407407","0.0","1.0","16.0","16.0","0.037037037037037035","0.5925925925925926","13.0","8.0","104.0","0.48148148148148145","0.2962962962962963","0.0","12.0","0.0","0.0","0.4444444444444444","2.0","7.0","14.0","0.07407407407407407","0.25925925925925924"
"14","2.0","3.0","6.0","0.07407407407407407","0.1111111111111111","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","1.0","3.0","3.0","0.037037037037037035","0.1111111111111111","2.0","7.0","14.0","0.07407407407407407","0.25925925925925924","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","7.0","2.0","14.0","0.25925925925925924","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","5.0","2.0","10.0","0.18518518518518517","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","6.0","2.0","12.0","0.2222222222222222","0.07407407407407407","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","0.0","0.0","0.07407407407407407","0.0","1.0","16.0","16.0","0.037037037037037035","0.5925925925925926","13.0","8.0","104.0","0.48148148148148145","0.2962962962962963","0.0","12.0","0.0","0.0","0.4444444444444444","2.0","7.0","14.0","0.07407407407407407","0.25925925925925924"
"15","2.0","3.0","6.0","0.07407407407407407","0.1111111111111111","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","1.0","3.0","3.0","0.037037037037037035","0.1111111111111111","2.0","7.0","14.0","0.07407407407407407","0.25925925925925924","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","7.0","2.0","14.0","0.25925925925925924","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","5.0","2.0","10.0","0.18518518518518517","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","6.0","2.0","12.0","0.2222222222222222","0.07407407407407407","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","0.0","0.0","0.07407407407407407","0.0","1.0","16.0","16.0","0.037037037037037035","0.5925925925925926","13.0","8.0","104.0","0.48148148148148145","0.2962962962962963","0.0","12.0","0.0","0.0","0.4444444444444444","2.0","7.0","14.0","0.07407407407407407","0.25925925925925924"
"16","2.0","3.0","6.0","0.07407407407407407","0.1111111111111111","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","1.0","3.0","3.0","0.037037037037037035","0.1111111111111111","2.0","7.0","14.0","0.07407407407407407","0.25925925925925924","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","7.0","2.0","14.0","0.25925925925925924","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","5.0","2.0","10.0","0.18518518518518517","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","6.0","2.0","12.0","0.2222222222222222","0.07407407407407407","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","0.0","0.0","0.07407407407407407","0.0","1.0","16.0","16.0","0.037037037037037035","0.5925925925925926","13.0","8.0","104.0","0.48148148148148145","0.2962962962962963","0.0","12.0","0.0","0.0","0.4444444444444444","2.0","7.0","14.0","0.07407407407407407","0.25925925925925924"
"17","2.0","3.0","6.0","0.07407407407407407","0.1111111111111111","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","1.0","3.0","3.0","0.037037037037037035","0.1111111111111111","2.0","7.0","14.0","0.07407407407407407","0.25925925925925924","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","7.0","2.0","14.0","0.25925925925925924","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","5.0","2.0","10.0","0.18518518518518517","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","6.0","2.0","12.0","0.2222222222222222","0.07407407407407407","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","0.0","0.0","0.07407407407407407","0.0","1.0","16.0","16.0","0.037037037037037035","0.5925925925925926","13.0","8.0","104.0","0.48148148148148145","0.2962962962962963","0.0","12.0","0.0","0.0","0.4444444444444444","2.0","7.0","14.0","0.07407407407407407","0.25925925925925924"
"18","2.0","3.0","6.0","0.07407407407407407","0.1111111111111111","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","1.0","3.0","3.0","0.037037037037037035","0.1111111111111111","2.0","7.0","14.0","0.07407407407407407","0.25925925925925924","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","7.0","2.0","14.0","0.25925925925925924","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","5.0","2.0","10.0","0.18518518518518517","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","6.0","2.0","12.0","0.2222222222222222","0.07407407407407407","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","0.0","0.0","0.07407407407407407","0.0","1.0","16.0","16.0","0.037037037037037035","0.5925925925925926","13.0","8.0","104.0","0.48148148148148145","0.2962962962962963","0.0","12.0","0.0","0.0","0.4444444444444444","2.0","7.0","14.0","0.07407407407407407","0.25925925925925924"
"19","2.0","3.0","6.0","0.07407407407407407","0.1111111111111111","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","1.0","3.0","3.0","0.037037037037037035","0.1111111111111111","2.0","7.0","14.0","0.07407407407407407","0.25925925925925924","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","7.0","2.0","14.0","0.25925925925925924","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","5.0","2.0","10.0","0.18518518518518517","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","6.0","2.0","12.0","0.2222222222222222","0.07407407407407407","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","0.0","0.0","0.07407407407407407","0.0","1.0","16.0","16.0","0.037037037037037035","0.5925925925925926","13.0","8.0","104.0","0.48148148148148145","0.2962962962962963","0.0","12.0","0.0","0.0","0.4444444444444444","2.0","7.0","14.0","0.07407407407407407","0.25925925925925924"
"20","2.0","3.0","6.0","0.07407407407407407","0.1111111111111111","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","1.0","3.0","3.0","0.037037037037037035","0.1111111111111111","2.0","7.0","14.0","0.07407407407407407","0.25925925925925924","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","7.0","2.0","14.0","0.25925925925925924","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","5.0","2.0","10.0","0.18518518518518517","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","6.0","2.0","12.0","0.2222222222222222","0.07407407407407407","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","0.0","0.0","0.07407407407407407","0.0","1.0","16.0","16.0","0.037037037037037035","0.5925925925925926","13.0","8.0","104.0","0.48148148148148145","0.2962962962962963","0.0","12.0","0.0","0.0","0.4444444444444444","2.0","7.0","14.0","0.07407407407407407","0.25925925925925924"
"21","2.0","3.0","6.0","0.07407407407407407","0.1111111111111111","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","1.0","3.0","3.0","0.037037037037037035","0.1111111111111111","2.0","7.0","14.0","0.07407407407407407","0.25925925925925924","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","7.0","2.0","14.0","0.25925925925925924","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","5.0","2.0","10.0","0.18518518518518517","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","6.0","2.0","12.0","0.2222222222222222","0.07407407407407407","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","0.0","0.0","0.07407407407407407","0.0","1.0","16.0","16.0","0.037037037037037035","0.5925925925925926","13.0","8.0","104.0","0.48148148148148145","0.2962962962962963","0.0","12.0","0.0","0.0","0.4444444444444444","2.0","7.0","14.0","0.07407407407407407","0.25925925925925924"
