"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA3-ADS","BA3-AIS","BA3-ACS","BA3-RCS","BA3-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","BA6-ADS","BA6-AIS","BA6-ACS","BA6-RCS","BA6-RIS","BA7-ADS","BA7-AIS","BA7-ACS","BA7-RCS","BA7-RIS","BA8-ADS","BA8-AIS","BA8-ACS","BA8-RCS","BA8-RIS","BA9-ADS","BA9-AIS","BA9-ACS","BA9-RCS","BA9-RIS","BA10-ADS","BA10-AIS","BA10-ACS","BA10-RCS","BA10-RIS","BA11-ADS","BA11-AIS","BA11-ACS","BA11-RCS","BA11-RIS","BA12-ADS","BA12-AIS","BA12-ACS","BA12-RCS","BA12-RIS","BA13-ADS","BA13-AIS","BA13-ACS","BA13-RCS","BA13-RIS","BA14-ADS","BA14-AIS","BA14-ACS","BA14-RCS","BA14-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS"
"11","3.0","4.0","12.0","0.125","0.16666666666666666","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","9.0","27.0","0.125","0.375","3.0","1.0","3.0","0.125","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","13.0","0.0","0.0","0.5416666666666666","0.0","1.0","14.0","14.0","0.041666666666666664","0.5833333333333334","7.0","7.0","49.0","0.2916666666666667","0.2916666666666667","1.0","9.0","9.0","0.041666666666666664","0.375","1.0","19.0","19.0","0.041666666666666664","0.7916666666666666","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","3.0","4.0","12.0","0.125","0.16666666666666666","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","9.0","27.0","0.125","0.375","3.0","1.0","3.0","0.125","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","13.0","0.0","0.0","0.5416666666666666","0.0","1.0","14.0","14.0","0.041666666666666664","0.5833333333333334","7.0","7.0","49.0","0.2916666666666667","0.2916666666666667","1.0","9.0","9.0","0.041666666666666664","0.375","1.0","19.0","19.0","0.041666666666666664","0.7916666666666666","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","3.0","4.0","12.0","0.125","0.16666666666666666","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","9.0","27.0","0.125","0.375","3.0","1.0","3.0","0.125","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","13.0","0.0","0.0","0.5416666666666666","0.0","1.0","14.0","14.0","0.041666666666666664","0.5833333333333334","7.0","7.0","49.0","0.2916666666666667","0.2916666666666667","1.0","9.0","9.0","0.041666666666666664","0.375","1.0","19.0","19.0","0.041666666666666664","0.7916666666666666","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","3.0","4.0","12.0","0.125","0.16666666666666666","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","9.0","27.0","0.125","0.375","3.0","1.0","3.0","0.125","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","13.0","0.0","0.0","0.5416666666666666","0.0","1.0","14.0","14.0","0.041666666666666664","0.5833333333333334","7.0","7.0","49.0","0.2916666666666667","0.2916666666666667","1.0","9.0","9.0","0.041666666666666664","0.375","1.0","19.0","19.0","0.041666666666666664","0.7916666666666666","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","3.0","4.0","12.0","0.11538461538461539","0.15384615384615385","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","11.0","33.0","0.11538461538461539","0.4230769230769231","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","4.0","1.0","4.0","0.15384615384615385","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","4.0","1.0","4.0","0.15384615384615385","0.038461538461538464","4.0","1.0","4.0","0.15384615384615385","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","15.0","0.0","0.0","0.5769230769230769","0.0","1.0","16.0","16.0","0.038461538461538464","0.6153846153846154","7.0","7.0","49.0","0.2692307692307692","0.2692307692307692","1.0","9.0","9.0","0.038461538461538464","0.34615384615384615","1.0","20.0","20.0","0.038461538461538464","0.7692307692307693","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","3.0","4.0","12.0","0.1111111111111111","0.14814814814814814","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","12.0","36.0","0.1111111111111111","0.4444444444444444","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","16.0","0.0","0.0","0.5925925925925926","0.0","1.0","17.0","17.0","0.037037037037037035","0.6296296296296297","7.0","7.0","49.0","0.25925925925925924","0.25925925925925924","1.0","10.0","10.0","0.037037037037037035","0.37037037037037035","1.0","20.0","20.0","0.037037037037037035","0.7407407407407407","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","3.0","4.0","12.0","0.1111111111111111","0.14814814814814814","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","12.0","36.0","0.1111111111111111","0.4444444444444444","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","16.0","0.0","0.0","0.5925925925925926","0.0","1.0","17.0","17.0","0.037037037037037035","0.6296296296296297","7.0","7.0","49.0","0.25925925925925924","0.25925925925925924","1.0","10.0","10.0","0.037037037037037035","0.37037037037037035","1.0","20.0","20.0","0.037037037037037035","0.7407407407407407","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","3.0","4.0","12.0","0.1111111111111111","0.14814814814814814","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","12.0","36.0","0.1111111111111111","0.4444444444444444","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","16.0","0.0","0.0","0.5925925925925926","0.0","1.0","17.0","17.0","0.037037037037037035","0.6296296296296297","7.0","7.0","49.0","0.25925925925925924","0.25925925925925924","1.0","10.0","10.0","0.037037037037037035","0.37037037037037035","1.0","20.0","20.0","0.037037037037037035","0.7407407407407407","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","3.0","4.0","12.0","0.10344827586206896","0.13793103448275862","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","14.0","42.0","0.10344827586206896","0.4827586206896552","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","18.0","0.0","0.0","0.6206896551724138","0.0","1.0","19.0","19.0","0.034482758620689655","0.6551724137931034","7.0","7.0","49.0","0.2413793103448276","0.2413793103448276","1.0","12.0","12.0","0.034482758620689655","0.41379310344827586","1.0","22.0","22.0","0.034482758620689655","0.7586206896551724","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","3.0","4.0","12.0","0.10344827586206896","0.13793103448275862","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","14.0","42.0","0.10344827586206896","0.4827586206896552","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","18.0","0.0","0.0","0.6206896551724138","0.0","1.0","19.0","19.0","0.034482758620689655","0.6551724137931034","7.0","7.0","49.0","0.2413793103448276","0.2413793103448276","1.0","12.0","12.0","0.034482758620689655","0.41379310344827586","1.0","22.0","22.0","0.034482758620689655","0.7586206896551724","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","3.0","4.0","12.0","0.09375","0.125","3.0","1.0","3.0","0.09375","0.03125","3.0","17.0","51.0","0.09375","0.53125","3.0","1.0","3.0","0.09375","0.03125","4.0","1.0","4.0","0.125","0.03125","3.0","1.0","3.0","0.09375","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","4.0","1.0","4.0","0.125","0.03125","4.0","1.0","4.0","0.125","0.03125","2.0","1.0","2.0","0.0625","0.03125","21.0","0.0","0.0","0.65625","0.0","1.0","22.0","22.0","0.03125","0.6875","7.0","7.0","49.0","0.21875","0.21875","1.0","13.0","13.0","0.03125","0.40625","1.0","25.0","25.0","0.03125","0.78125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","4.0","1.0","4.0","0.125","0.03125","4.0","1.0","4.0","0.125","0.03125","4.0","1.0","4.0","0.125","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125"
