"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS"
"11","1.0","1.0","1.0","0.0625","0.0625","1.0","1.0","1.0","0.0625","0.0625","1.0","5.0","5.0","0.0625","0.3125","3.0","0.0","0.0","0.1875","0.0","2.0","0.0","0.0","0.125","0.0","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","6.0","1.0","6.0","0.375","0.0625","4.0","0.0","0.0","0.25","0.0","0.0","14.0","0.0","0.0","0.875","1.0","5.0","5.0","0.0625","0.3125"
"12","1.0","1.0","1.0","0.0625","0.0625","1.0","1.0","1.0","0.0625","0.0625","1.0","5.0","5.0","0.0625","0.3125","3.0","0.0","0.0","0.1875","0.0","2.0","0.0","0.0","0.125","0.0","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","6.0","1.0","6.0","0.375","0.0625","4.0","0.0","0.0","0.25","0.0","0.0","14.0","0.0","0.0","0.875","1.0","5.0","5.0","0.0625","0.3125"
"13","1.0","1.0","1.0","0.0625","0.0625","1.0","1.0","1.0","0.0625","0.0625","1.0","5.0","5.0","0.0625","0.3125","3.0","0.0","0.0","0.1875","0.0","2.0","0.0","0.0","0.125","0.0","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","6.0","1.0","6.0","0.375","0.0625","4.0","0.0","0.0","0.25","0.0","0.0","14.0","0.0","0.0","0.875","1.0","5.0","5.0","0.0625","0.3125"
"14","1.0","1.0","1.0","0.0625","0.0625","1.0","1.0","1.0","0.0625","0.0625","1.0","5.0","5.0","0.0625","0.3125","3.0","0.0","0.0","0.1875","0.0","2.0","0.0","0.0","0.125","0.0","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","6.0","1.0","6.0","0.375","0.0625","4.0","0.0","0.0","0.25","0.0","0.0","14.0","0.0","0.0","0.875","1.0","5.0","5.0","0.0625","0.3125"
"15","1.0","1.0","1.0","0.0625","0.0625","1.0","1.0","1.0","0.0625","0.0625","1.0","5.0","5.0","0.0625","0.3125","3.0","0.0","0.0","0.1875","0.0","2.0","0.0","0.0","0.125","0.0","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","6.0","1.0","6.0","0.375","0.0625","4.0","0.0","0.0","0.25","0.0","0.0","14.0","0.0","0.0","0.875","1.0","5.0","5.0","0.0625","0.3125"
"16","1.0","1.0","1.0","0.0625","0.0625","1.0","1.0","1.0","0.0625","0.0625","1.0","5.0","5.0","0.0625","0.3125","3.0","0.0","0.0","0.1875","0.0","2.0","0.0","0.0","0.125","0.0","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","6.0","1.0","6.0","0.375","0.0625","4.0","0.0","0.0","0.25","0.0","0.0","14.0","0.0","0.0","0.875","1.0","5.0","5.0","0.0625","0.3125"
"17","1.0","1.0","1.0","0.0625","0.0625","1.0","1.0","1.0","0.0625","0.0625","1.0","5.0","5.0","0.0625","0.3125","3.0","0.0","0.0","0.1875","0.0","2.0","0.0","0.0","0.125","0.0","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","6.0","1.0","6.0","0.375","0.0625","4.0","0.0","0.0","0.25","0.0","0.0","14.0","0.0","0.0","0.875","1.0","5.0","5.0","0.0625","0.3125"
"18","1.0","1.0","1.0","0.0625","0.0625","1.0","1.0","1.0","0.0625","0.0625","1.0","5.0","5.0","0.0625","0.3125","3.0","0.0","0.0","0.1875","0.0","2.0","0.0","0.0","0.125","0.0","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","6.0","1.0","6.0","0.375","0.0625","4.0","0.0","0.0","0.25","0.0","0.0","14.0","0.0","0.0","0.875","1.0","5.0","5.0","0.0625","0.3125"
"19","1.0","1.0","1.0","0.0625","0.0625","1.0","1.0","1.0","0.0625","0.0625","1.0","5.0","5.0","0.0625","0.3125","3.0","0.0","0.0","0.1875","0.0","2.0","0.0","0.0","0.125","0.0","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","6.0","1.0","6.0","0.375","0.0625","4.0","0.0","0.0","0.25","0.0","0.0","14.0","0.0","0.0","0.875","1.0","5.0","5.0","0.0625","0.3125"
"20","1.0","1.0","1.0","0.0625","0.0625","1.0","1.0","1.0","0.0625","0.0625","1.0","5.0","5.0","0.0625","0.3125","3.0","0.0","0.0","0.1875","0.0","2.0","0.0","0.0","0.125","0.0","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","6.0","1.0","6.0","0.375","0.0625","4.0","0.0","0.0","0.25","0.0","0.0","14.0","0.0","0.0","0.875","1.0","5.0","5.0","0.0625","0.3125"
"21","1.0","1.0","1.0","0.0625","0.0625","1.0","1.0","1.0","0.0625","0.0625","1.0","5.0","5.0","0.0625","0.3125","3.0","0.0","0.0","0.1875","0.0","2.0","0.0","0.0","0.125","0.0","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","6.0","1.0","6.0","0.375","0.0625","4.0","0.0","0.0","0.25","0.0","0.0","14.0","0.0","0.0","0.875","1.0","5.0","5.0","0.0625","0.3125"
