"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS"
"11","5.0","1.0","5.0","0.2631578947368421","0.05263157894736842","3.0","3.0","9.0","0.15789473684210525","0.15789473684210525","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","13.0","1.0","13.0","0.6842105263157895","0.05263157894736842","4.0","2.0","8.0","0.21052631578947367","0.10526315789473684","2.0","2.0","4.0","0.10526315789473684","0.10526315789473684","3.0","2.0","6.0","0.15789473684210525","0.10526315789473684","2.0","2.0","4.0","0.10526315789473684","0.10526315789473684","2.0","2.0","4.0","0.10526315789473684","0.10526315789473684","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","4.0","3.0","12.0","0.21052631578947367","0.15789473684210525","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","5.0","0.0","0.0","0.2631578947368421","0.0","1.0","16.0","16.0","0.05263157894736842","0.8421052631578947","1.0","7.0","7.0","0.05263157894736842","0.3684210526315789","1.0","15.0","15.0","0.05263157894736842","0.7894736842105263","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","5.0","1.0","5.0","0.2631578947368421","0.05263157894736842","3.0","3.0","9.0","0.15789473684210525","0.15789473684210525","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","13.0","1.0","13.0","0.6842105263157895","0.05263157894736842","4.0","2.0","8.0","0.21052631578947367","0.10526315789473684","2.0","2.0","4.0","0.10526315789473684","0.10526315789473684","3.0","2.0","6.0","0.15789473684210525","0.10526315789473684","2.0","2.0","4.0","0.10526315789473684","0.10526315789473684","2.0","2.0","4.0","0.10526315789473684","0.10526315789473684","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","4.0","3.0","12.0","0.21052631578947367","0.15789473684210525","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","5.0","0.0","0.0","0.2631578947368421","0.0","1.0","16.0","16.0","0.05263157894736842","0.8421052631578947","1.0","7.0","7.0","0.05263157894736842","0.3684210526315789","1.0","15.0","15.0","0.05263157894736842","0.7894736842105263","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","5.0","1.0","5.0","0.2631578947368421","0.05263157894736842","3.0","3.0","9.0","0.15789473684210525","0.15789473684210525","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","13.0","1.0","13.0","0.6842105263157895","0.05263157894736842","4.0","2.0","8.0","0.21052631578947367","0.10526315789473684","2.0","2.0","4.0","0.10526315789473684","0.10526315789473684","3.0","2.0","6.0","0.15789473684210525","0.10526315789473684","2.0","2.0","4.0","0.10526315789473684","0.10526315789473684","2.0","2.0","4.0","0.10526315789473684","0.10526315789473684","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","4.0","3.0","12.0","0.21052631578947367","0.15789473684210525","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","5.0","0.0","0.0","0.2631578947368421","0.0","1.0","16.0","16.0","0.05263157894736842","0.8421052631578947","1.0","7.0","7.0","0.05263157894736842","0.3684210526315789","1.0","15.0","15.0","0.05263157894736842","0.7894736842105263","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","5.0","1.0","5.0","0.2631578947368421","0.05263157894736842","3.0","3.0","9.0","0.15789473684210525","0.15789473684210525","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","13.0","1.0","13.0","0.6842105263157895","0.05263157894736842","4.0","2.0","8.0","0.21052631578947367","0.10526315789473684","2.0","2.0","4.0","0.10526315789473684","0.10526315789473684","3.0","2.0","6.0","0.15789473684210525","0.10526315789473684","2.0","2.0","4.0","0.10526315789473684","0.10526315789473684","2.0","2.0","4.0","0.10526315789473684","0.10526315789473684","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","4.0","3.0","12.0","0.21052631578947367","0.15789473684210525","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","5.0","0.0","0.0","0.2631578947368421","0.0","1.0","16.0","16.0","0.05263157894736842","0.8421052631578947","1.0","7.0","7.0","0.05263157894736842","0.3684210526315789","1.0","15.0","15.0","0.05263157894736842","0.7894736842105263","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","5.0","1.0","5.0","0.25","0.05","3.0","3.0","9.0","0.15","0.15","4.0","1.0","4.0","0.2","0.05","13.0","2.0","26.0","0.65","0.1","4.0","2.0","8.0","0.2","0.1","2.0","2.0","4.0","0.1","0.1","3.0","2.0","6.0","0.15","0.1","2.0","2.0","4.0","0.1","0.1","2.0","2.0","4.0","0.1","0.1","3.0","1.0","3.0","0.15","0.05","4.0","3.0","12.0","0.2","0.15","3.0","1.0","3.0","0.15","0.05","6.0","0.0","0.0","0.3","0.0","1.0","17.0","17.0","0.05","0.85","1.0","8.0","8.0","0.05","0.4","1.0","16.0","16.0","0.05","0.8","2.0","1.0","2.0","0.1","0.05","3.0","1.0","3.0","0.15","0.05","1.0","1.0","1.0","0.05","0.05","4.0","1.0","4.0","0.2","0.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","5.0","1.0","5.0","0.25","0.05","3.0","3.0","9.0","0.15","0.15","4.0","1.0","4.0","0.2","0.05","13.0","2.0","26.0","0.65","0.1","4.0","2.0","8.0","0.2","0.1","2.0","2.0","4.0","0.1","0.1","3.0","2.0","6.0","0.15","0.1","2.0","2.0","4.0","0.1","0.1","2.0","2.0","4.0","0.1","0.1","3.0","1.0","3.0","0.15","0.05","4.0","3.0","12.0","0.2","0.15","3.0","1.0","3.0","0.15","0.05","6.0","0.0","0.0","0.3","0.0","1.0","17.0","17.0","0.05","0.85","1.0","8.0","8.0","0.05","0.4","1.0","16.0","16.0","0.05","0.8","2.0","1.0","2.0","0.1","0.05","3.0","1.0","3.0","0.15","0.05","1.0","1.0","1.0","0.05","0.05","4.0","1.0","4.0","0.2","0.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","5.0","1.0","5.0","0.23809523809523808","0.047619047619047616","3.0","3.0","9.0","0.14285714285714285","0.14285714285714285","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","13.0","2.0","26.0","0.6190476190476191","0.09523809523809523","4.0","2.0","8.0","0.19047619047619047","0.09523809523809523","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","4.0","3.0","12.0","0.19047619047619047","0.14285714285714285","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","6.0","0.0","0.0","0.2857142857142857","0.0","1.0","18.0","18.0","0.047619047619047616","0.8571428571428571","1.0","8.0","8.0","0.047619047619047616","0.38095238095238093","1.0","17.0","17.0","0.047619047619047616","0.8095238095238095","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","1.0","1.0","1.0","0.047619047619047616","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","5.0","1.0","5.0","0.23809523809523808","0.047619047619047616","3.0","3.0","9.0","0.14285714285714285","0.14285714285714285","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","13.0","2.0","26.0","0.6190476190476191","0.09523809523809523","4.0","2.0","8.0","0.19047619047619047","0.09523809523809523","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","4.0","3.0","12.0","0.19047619047619047","0.14285714285714285","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","6.0","0.0","0.0","0.2857142857142857","0.0","1.0","18.0","18.0","0.047619047619047616","0.8571428571428571","1.0","8.0","8.0","0.047619047619047616","0.38095238095238093","1.0","17.0","17.0","0.047619047619047616","0.8095238095238095","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","1.0","1.0","1.0","0.047619047619047616","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","5.0","1.0","5.0","0.23809523809523808","0.047619047619047616","3.0","3.0","9.0","0.14285714285714285","0.14285714285714285","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","13.0","2.0","26.0","0.6190476190476191","0.09523809523809523","4.0","2.0","8.0","0.19047619047619047","0.09523809523809523","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","4.0","3.0","12.0","0.19047619047619047","0.14285714285714285","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","6.0","0.0","0.0","0.2857142857142857","0.0","1.0","18.0","18.0","0.047619047619047616","0.8571428571428571","1.0","8.0","8.0","0.047619047619047616","0.38095238095238093","1.0","17.0","17.0","0.047619047619047616","0.8095238095238095","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","1.0","1.0","1.0","0.047619047619047616","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","5.0","1.0","5.0","0.23809523809523808","0.047619047619047616","3.0","3.0","9.0","0.14285714285714285","0.14285714285714285","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","13.0","2.0","26.0","0.6190476190476191","0.09523809523809523","4.0","2.0","8.0","0.19047619047619047","0.09523809523809523","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","4.0","3.0","12.0","0.19047619047619047","0.14285714285714285","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","6.0","0.0","0.0","0.2857142857142857","0.0","1.0","18.0","18.0","0.047619047619047616","0.8571428571428571","1.0","8.0","8.0","0.047619047619047616","0.38095238095238093","1.0","17.0","17.0","0.047619047619047616","0.8095238095238095","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","1.0","1.0","1.0","0.047619047619047616","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
