"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA3-ADS","BA3-AIS","BA3-ACS","BA3-RCS","BA3-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","BA6-ADS","BA6-AIS","BA6-ACS","BA6-RCS","BA6-RIS","BA7-ADS","BA7-AIS","BA7-ACS","BA7-RCS","BA7-RIS","BA8-ADS","BA8-AIS","BA8-ACS","BA8-RCS","BA8-RIS","BA9-ADS","BA9-AIS","BA9-ACS","BA9-RCS","BA9-RIS","BA10-ADS","BA10-AIS","BA10-ACS","BA10-RCS","BA10-RIS","BA11-ADS","BA11-AIS","BA11-ACS","BA11-RCS","BA11-RIS","BA12-ADS","BA12-AIS","BA12-ACS","BA12-RCS","BA12-RIS","BA13-ADS","BA13-AIS","BA13-ACS","BA13-RCS","BA13-RIS","BA14-ADS","BA14-AIS","BA14-ACS","BA14-RCS","BA14-RIS","BA15-ADS","BA15-AIS","BA15-ACS","BA15-RCS","BA15-RIS","BA16-ADS","BA16-AIS","BA16-ACS","BA16-RCS","BA16-RIS","BA17-ADS","BA17-AIS","BA17-ACS","BA17-RCS","BA17-RIS","BA18-ADS","BA18-AIS","BA18-ACS","BA18-RCS","BA18-RIS","BA19-ADS","BA19-AIS","BA19-ACS","BA19-RCS","BA19-RIS","BA20-ADS","BA20-AIS","BA20-ACS","BA20-RCS","BA20-RIS","BA21-ADS","BA21-AIS","BA21-ACS","BA21-RCS","BA21-RIS","BA22-ADS","BA22-AIS","BA22-ACS","BA22-RCS","BA22-RIS","BA23-ADS","BA23-AIS","BA23-ACS","BA23-RCS","BA23-RIS","BA24-ADS","BA24-AIS","BA24-ACS","BA24-RCS","BA24-RIS","BA25-ADS","BA25-AIS","BA25-ACS","BA25-RCS","BA25-RIS","BA26-ADS","BA26-AIS","BA26-ACS","BA26-RCS","BA26-RIS","BA27-ADS","BA27-AIS","BA27-ACS","BA27-RCS","BA27-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","CPS2-ADS","CPS2-AIS","CPS2-ACS","CPS2-RCS","CPS2-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS"
"11","18.0","4.0","72.0","0.5454545454545454","0.12121212121212122","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","0.0","0.0","0.06060606060606061","0.0","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","4.0","8.0","0.06060606060606061","0.12121212121212122","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","0.0","0.0","0.06060606060606061","0.0","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","0.0","1.0","0.0","0.0","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","15.0","0.0","0.0","0.45454545454545453","0.0","0.0","30.0","0.0","0.0","0.9090909090909091","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","18.0","4.0","72.0","0.5","0.1111111111111111","2.0","3.0","6.0","0.05555555555555555","0.08333333333333333","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","0.0","0.0","0.05555555555555555","0.0","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","4.0","8.0","0.05555555555555555","0.1111111111111111","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","0.0","0.0","0.05555555555555555","0.0","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","3.0","3.0","0.027777777777777776","0.08333333333333333","0.0","1.0","0.0","0.0","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","17.0","0.0","0.0","0.4722222222222222","0.0","0.0","33.0","0.0","0.0","0.9166666666666666","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","18.0","4.0","72.0","0.5","0.1111111111111111","2.0","3.0","6.0","0.05555555555555555","0.08333333333333333","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","0.0","0.0","0.05555555555555555","0.0","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","4.0","8.0","0.05555555555555555","0.1111111111111111","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","0.0","0.0","0.05555555555555555","0.0","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","3.0","3.0","0.027777777777777776","0.08333333333333333","0.0","1.0","0.0","0.0","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","17.0","0.0","0.0","0.4722222222222222","0.0","0.0","33.0","0.0","0.0","0.9166666666666666","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","18.0","4.0","72.0","0.4864864864864865","0.10810810810810811","2.0","3.0","6.0","0.05405405405405406","0.08108108108108109","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","2.0","0.0","0.0","0.05405405405405406","0.0","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","2.0","4.0","8.0","0.05405405405405406","0.10810810810810811","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","2.0","0.0","0.0","0.05405405405405406","0.0","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","3.0","3.0","0.02702702702702703","0.08108108108108109","0.0","1.0","0.0","0.0","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","5.0","1.0","5.0","0.13513513513513514","0.02702702702702703","17.0","0.0","0.0","0.4594594594594595","0.0","0.0","34.0","0.0","0.0","0.918918918918919","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","18.0","4.0","72.0","0.4864864864864865","0.10810810810810811","2.0","3.0","6.0","0.05405405405405406","0.08108108108108109","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","2.0","0.0","0.0","0.05405405405405406","0.0","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","2.0","4.0","8.0","0.05405405405405406","0.10810810810810811","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","2.0","0.0","0.0","0.05405405405405406","0.0","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","3.0","3.0","0.02702702702702703","0.08108108108108109","0.0","1.0","0.0","0.0","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","5.0","1.0","5.0","0.13513513513513514","0.02702702702702703","17.0","0.0","0.0","0.4594594594594595","0.0","0.0","34.0","0.0","0.0","0.918918918918919","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","18.0","4.0","72.0","0.47368421052631576","0.10526315789473684","2.0","3.0","6.0","0.05263157894736842","0.07894736842105263","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","2.0","0.0","0.0","0.05263157894736842","0.0","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","2.0","4.0","8.0","0.05263157894736842","0.10526315789473684","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","2.0","0.0","0.0","0.05263157894736842","0.0","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","1.0","3.0","3.0","0.02631578947368421","0.07894736842105263","0.0","1.0","0.0","0.0","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","5.0","1.0","5.0","0.13157894736842105","0.02631578947368421","18.0","0.0","0.0","0.47368421052631576","0.0","0.0","35.0","0.0","0.0","0.9210526315789473","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","18.0","4.0","72.0","0.46153846153846156","0.10256410256410256","2.0","3.0","6.0","0.05128205128205128","0.07692307692307693","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","2.0","0.0","0.0","0.05128205128205128","0.0","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","2.0","4.0","8.0","0.05128205128205128","0.10256410256410256","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","2.0","0.0","0.0","0.05128205128205128","0.0","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","2.0","6.0","0.07692307692307693","0.05128205128205128","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","1.0","3.0","3.0","0.02564102564102564","0.07692307692307693","0.0","1.0","0.0","0.0","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","18.0","0.0","0.0","0.46153846153846156","0.0","0.0","36.0","0.0","0.0","0.9230769230769231","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","18.0","4.0","72.0","0.46153846153846156","0.10256410256410256","2.0","3.0","6.0","0.05128205128205128","0.07692307692307693","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","2.0","0.0","0.0","0.05128205128205128","0.0","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","2.0","4.0","8.0","0.05128205128205128","0.10256410256410256","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","2.0","0.0","0.0","0.05128205128205128","0.0","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","2.0","6.0","0.07692307692307693","0.05128205128205128","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","1.0","3.0","3.0","0.02564102564102564","0.07692307692307693","0.0","1.0","0.0","0.0","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","18.0","0.0","0.0","0.46153846153846156","0.0","0.0","36.0","0.0","0.0","0.9230769230769231","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","18.0","4.0","72.0","0.45","0.1","2.0","3.0","6.0","0.05","0.075","2.0","2.0","4.0","0.05","0.05","2.0","0.0","0.0","0.05","0.0","1.0","2.0","2.0","0.025","0.05","2.0","4.0","8.0","0.05","0.1","2.0","1.0","2.0","0.05","0.025","2.0","2.0","4.0","0.05","0.05","2.0","1.0","2.0","0.05","0.025","3.0","1.0","3.0","0.075","0.025","1.0","2.0","2.0","0.025","0.05","1.0","2.0","2.0","0.025","0.05","1.0","2.0","2.0","0.025","0.05","2.0","0.0","0.0","0.05","0.0","1.0","2.0","2.0","0.025","0.05","1.0","2.0","2.0","0.025","0.05","2.0","1.0","2.0","0.05","0.025","3.0","2.0","6.0","0.075","0.05","1.0","2.0","2.0","0.025","0.05","2.0","1.0","2.0","0.05","0.025","1.0","3.0","3.0","0.025","0.075","1.0","2.0","2.0","0.025","0.05","1.0","1.0","1.0","0.025","0.025","1.0","2.0","2.0","0.025","0.05","2.0","1.0","2.0","0.05","0.025","1.0","3.0","3.0","0.025","0.075","0.0","1.0","0.0","0.0","0.025","3.0","1.0","3.0","0.075","0.025","5.0","1.0","5.0","0.125","0.025","19.0","0.0","0.0","0.475","0.0","0.0","37.0","0.0","0.0","0.925","1.0","1.0","1.0","0.025","0.025","1.0","1.0","1.0","0.025","0.025","1.0","2.0","2.0","0.025","0.05","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","18.0","4.0","72.0","0.45","0.1","2.0","3.0","6.0","0.05","0.075","2.0","2.0","4.0","0.05","0.05","2.0","0.0","0.0","0.05","0.0","1.0","2.0","2.0","0.025","0.05","2.0","4.0","8.0","0.05","0.1","2.0","1.0","2.0","0.05","0.025","2.0","2.0","4.0","0.05","0.05","2.0","1.0","2.0","0.05","0.025","3.0","1.0","3.0","0.075","0.025","1.0","2.0","2.0","0.025","0.05","1.0","2.0","2.0","0.025","0.05","1.0","2.0","2.0","0.025","0.05","2.0","0.0","0.0","0.05","0.0","1.0","2.0","2.0","0.025","0.05","1.0","2.0","2.0","0.025","0.05","2.0","1.0","2.0","0.05","0.025","3.0","2.0","6.0","0.075","0.05","1.0","2.0","2.0","0.025","0.05","2.0","1.0","2.0","0.05","0.025","1.0","3.0","3.0","0.025","0.075","1.0","2.0","2.0","0.025","0.05","1.0","1.0","1.0","0.025","0.025","1.0","2.0","2.0","0.025","0.05","2.0","1.0","2.0","0.05","0.025","1.0","3.0","3.0","0.025","0.075","0.0","1.0","0.0","0.0","0.025","3.0","1.0","3.0","0.075","0.025","5.0","1.0","5.0","0.125","0.025","19.0","0.0","0.0","0.475","0.0","0.0","37.0","0.0","0.0","0.925","1.0","1.0","1.0","0.025","0.025","1.0","1.0","1.0","0.025","0.025","1.0","2.0","2.0","0.025","0.05","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
