"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","RD21-ADS","RD21-AIS","RD21-ACS","RD21-RCS","RD21-RIS","RD22-ADS","RD22-AIS","RD22-ACS","RD22-RCS","RD22-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS","MSV14-ADS","MSV14-AIS","MSV14-ACS","MSV14-RCS","MSV14-RIS"
"11","3.0","4.0","12.0","0.1","0.13333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","3.0","4.0","12.0","0.1","0.13333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","3.0","3.0","9.0","0.1","0.1","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","3.0","9.0","0.1","0.1","3.0","2.0","6.0","0.1","0.06666666666666667","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","14.0","3.0","42.0","0.4666666666666667","0.1","3.0","3.0","9.0","0.1","0.1","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","1.0","2.0","2.0","0.03333333333333333","0.06666666666666667","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","3.0","3.0","9.0","0.1","0.1","1.0","4.0","4.0","0.03333333333333333","0.13333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","4.0","0.0","0.0","0.13333333333333333","0.0","1.0","27.0","27.0","0.03333333333333333","0.9","0.0","12.0","0.0","0.0","0.4","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","3.0","4.0","12.0","0.1","0.13333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","3.0","4.0","12.0","0.1","0.13333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","3.0","3.0","9.0","0.1","0.1","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","3.0","9.0","0.1","0.1","3.0","2.0","6.0","0.1","0.06666666666666667","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","14.0","3.0","42.0","0.4666666666666667","0.1","3.0","3.0","9.0","0.1","0.1","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","1.0","2.0","2.0","0.03333333333333333","0.06666666666666667","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","3.0","3.0","9.0","0.1","0.1","1.0","4.0","4.0","0.03333333333333333","0.13333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","4.0","0.0","0.0","0.13333333333333333","0.0","1.0","27.0","27.0","0.03333333333333333","0.9","0.0","12.0","0.0","0.0","0.4","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","3.0","4.0","12.0","0.0967741935483871","0.12903225806451613","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","3.0","4.0","12.0","0.0967741935483871","0.12903225806451613","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","5.0","1.0","5.0","0.16129032258064516","0.03225806451612903","14.0","3.0","42.0","0.45161290322580644","0.0967741935483871","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","1.0","2.0","2.0","0.03225806451612903","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","1.0","4.0","4.0","0.03225806451612903","0.12903225806451613","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","5.0","1.0","5.0","0.16129032258064516","0.03225806451612903","4.0","0.0","0.0","0.12903225806451613","0.0","1.0","28.0","28.0","0.03225806451612903","0.9032258064516129","0.0","13.0","0.0","0.0","0.41935483870967744","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","3.0","4.0","12.0","0.09375","0.125","4.0","2.0","8.0","0.125","0.0625","2.0","1.0","2.0","0.0625","0.03125","5.0","2.0","10.0","0.15625","0.0625","3.0","5.0","15.0","0.09375","0.15625","4.0","2.0","8.0","0.125","0.0625","4.0","1.0","4.0","0.125","0.03125","3.0","3.0","9.0","0.09375","0.09375","2.0","1.0","2.0","0.0625","0.03125","3.0","3.0","9.0","0.09375","0.09375","3.0","2.0","6.0","0.09375","0.0625","5.0","1.0","5.0","0.15625","0.03125","14.0","3.0","42.0","0.4375","0.09375","3.0","3.0","9.0","0.09375","0.09375","4.0","2.0","8.0","0.125","0.0625","4.0","1.0","4.0","0.125","0.03125","1.0","2.0","2.0","0.03125","0.0625","2.0","2.0","4.0","0.0625","0.0625","2.0","2.0","4.0","0.0625","0.0625","3.0","3.0","9.0","0.09375","0.09375","1.0","4.0","4.0","0.03125","0.125","3.0","1.0","3.0","0.09375","0.03125","5.0","1.0","5.0","0.15625","0.03125","5.0","0.0","0.0","0.15625","0.0","1.0","29.0","29.0","0.03125","0.90625","0.0","13.0","0.0","0.0","0.40625","1.0","1.0","1.0","0.03125","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","1.0","1.0","1.0","0.03125","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","3.0","5.0","15.0","0.08823529411764706","0.14705882352941177","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","14.0","3.0","42.0","0.4117647058823529","0.08823529411764706","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","1.0","4.0","4.0","0.029411764705882353","0.11764705882352941","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","5.0","0.0","0.0","0.14705882352941177","0.0","1.0","31.0","31.0","0.029411764705882353","0.9117647058823529","0.0","13.0","0.0","0.0","0.38235294117647056","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","3.0","4.0","12.0","0.08571428571428572","0.11428571428571428","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","3.0","5.0","15.0","0.08571428571428572","0.14285714285714285","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","14.0","3.0","42.0","0.4","0.08571428571428572","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","1.0","4.0","4.0","0.02857142857142857","0.11428571428571428","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","6.0","0.0","0.0","0.17142857142857143","0.0","1.0","32.0","32.0","0.02857142857142857","0.9142857142857143","0.0","13.0","0.0","0.0","0.37142857142857144","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","3.0","5.0","15.0","0.08333333333333333","0.1388888888888889","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","14.0","3.0","42.0","0.3888888888888889","0.08333333333333333","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","1.0","4.0","4.0","0.027777777777777776","0.1111111111111111","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","7.0","0.0","0.0","0.19444444444444445","0.0","1.0","33.0","33.0","0.027777777777777776","0.9166666666666666","0.0","13.0","0.0","0.0","0.3611111111111111","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","3.0","5.0","15.0","0.08333333333333333","0.1388888888888889","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","14.0","3.0","42.0","0.3888888888888889","0.08333333333333333","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","1.0","4.0","4.0","0.027777777777777776","0.1111111111111111","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","7.0","0.0","0.0","0.19444444444444445","0.0","1.0","33.0","33.0","0.027777777777777776","0.9166666666666666","0.0","13.0","0.0","0.0","0.3611111111111111","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","3.0","5.0","15.0","0.08333333333333333","0.1388888888888889","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","14.0","3.0","42.0","0.3888888888888889","0.08333333333333333","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","1.0","4.0","4.0","0.027777777777777776","0.1111111111111111","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","7.0","0.0","0.0","0.19444444444444445","0.0","1.0","33.0","33.0","0.027777777777777776","0.9166666666666666","0.0","13.0","0.0","0.0","0.3611111111111111","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","3.0","5.0","15.0","0.08333333333333333","0.1388888888888889","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","14.0","3.0","42.0","0.3888888888888889","0.08333333333333333","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","1.0","4.0","4.0","0.027777777777777776","0.1111111111111111","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","7.0","0.0","0.0","0.19444444444444445","0.0","1.0","33.0","33.0","0.027777777777777776","0.9166666666666666","0.0","13.0","0.0","0.0","0.3611111111111111","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","3.0","4.0","12.0","0.075","0.1","4.0","3.0","12.0","0.1","0.075","2.0","1.0","2.0","0.05","0.025","5.0","2.0","10.0","0.125","0.05","3.0","5.0","15.0","0.075","0.125","4.0","2.0","8.0","0.1","0.05","4.0","2.0","8.0","0.1","0.05","3.0","3.0","9.0","0.075","0.075","2.0","2.0","4.0","0.05","0.05","4.0","3.0","12.0","0.1","0.075","3.0","3.0","9.0","0.075","0.075","5.0","1.0","5.0","0.125","0.025","14.0","3.0","42.0","0.35","0.075","3.0","3.0","9.0","0.075","0.075","4.0","2.0","8.0","0.1","0.05","4.0","2.0","8.0","0.1","0.05","1.0","2.0","2.0","0.025","0.05","3.0","3.0","9.0","0.075","0.075","2.0","2.0","4.0","0.05","0.05","3.0","3.0","9.0","0.075","0.075","1.0","4.0","4.0","0.025","0.1","3.0","1.0","3.0","0.075","0.025","5.0","1.0","5.0","0.125","0.025","11.0","0.0","0.0","0.275","0.0","1.0","37.0","37.0","0.025","0.925","0.0","14.0","0.0","0.0","0.35","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","3.0","1.0","3.0","0.075","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025"
